"vid","cid","id","source","project","pcode","name","visit_date","visit_onsite","visit_onsite_novisitreason","geom","longitude","latitude","location_origin","province","province_old","territoire","collectivite","groupement","village","workers_numb","access_dry","access_wet","is_3t_mine","is_gold_mine","mineral1","selling_points_mineral1","final_destination_mineral1","mineral2","selling_points_mineral2","final_destination_mineral2","mineral3","selling_points_mineral3","final_destination_mineral3","mercury","presence","interference","armed_group1","type_armed_group1","frequency_armed_group1","taxation_armed_group1","commerce_taxation_armed_group1","entrance_taxation_armed_group1","monopoly_armed_group1","buying_minerals_armed_group1","digging_armed_group1","forced_labour_armed_group1","pillaging_armed_group1","pit_ownership_armed_group1","armed_group2","type_armed_group2","frequency_armed_group2","taxation_armed_group2","commerce_taxation_armed_group2","entrance_taxation_armed_group2","monopoly_armed_group2","buying_minerals_armed_group2","digging_armed_group2","forced_labour_armed_group2","pillaging_armed_group2","pit_ownership_armed_group2","armed_group3","type_armed_group3","frequency_armed_group3","taxation_armed_group3","commerce_taxation_armed_group3","entrance_taxation_armed_group3","monopoly_armed_group3","buying_minerals_armed_group3","digging_armed_group3","forced_labour_armed_group3","pillaging_armed_group3","pit_ownership_armed_group3","mechanisation","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","women","womenwork"
4812,3534,23,"IPIS","IPIS - Madini","codmine00937","Kenya","2020-07-22",1,,"0101000020E6100000312E0BDC70DE3C40A3682FEC7AB310C0",28.8689096,-4.1752736,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Itota",72,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Moyen","SAESSCAM","Division des mines","Anti-fraude","DGI",,,0,,0,
4813,3535,24,"IPIS","IPIS - Madini","codmine01837","Misumari I","2020-07-22",1,,"0101000020E61000000F7C0C569CE63C40471D1D57237BFCBF",28.900823,-1.780063,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",11,"less2h","less2h",1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Bas","SAESSCAM","Division des mines",,,"iTSCI",,0,,1,"Lavage"
4814,3536,25,"IPIS","IPIS - Madini","codmine03215","Mukamusi I","2020-07-22",1,,"0101000020E61000008C9C7DEFDDE23B405220E7B51AB506C0",27.886198967139123,-2.8384298525962004,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,,50,"less2h","less2h",0,1,"Or","MUKAMUSI 1 dans le village même, Kamulila,","Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Aléatoire","1",1,1,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","CNPRI",,,0,,1,"Restaurant, S'occupent des champs dans le site minier pour vendre ces produits agricoles aux creuseurs"
4815,3537,26,"IPIS","IPIS - Madini","codmine03650","Ngola","2020-07-22",0,"Insécurité","0101000020E61000000AE189D214D53B40B67DE6BAD9F001C0",27.832348974859123,-2.242602787169484,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"MATAMBA",88,"more2h","more2h",1,0,"Cassitérite","Kigulube","Bukavu","Coltan",,,,,,,1,1,"Raïa Mutomboki","Groupe armé local","Aléatoire","1",0,0,"0","0","0","0","0","dontknow",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Bas",,,,,,,1,"Creuser, Concassage, Lavage, Traiter les déchets",1,"Lavage, Transport des minerais, Traiter les déchets"
4816,3538,27,"IPIS","IPIS - Madini","codmine00850","Mungwe","2020-07-23",1,,"0101000020E61000001EF98381E7E63C4062105839B448FCBF",28.90197,-1.76775,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",42,"more2h","more2h",1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,"iTSCI",,0,,1,"Lavage"
4817,3539,28,"IPIS","IPIS - Madini","codmine02981","Kakimbalu","2020-07-23",1,,"0101000020E61000008683695484E53B4095FF6F2685BE06C0",27.89655044151325,-2.8430274012498082,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Nzibi",60,"less2h","less2h",0,1,"Or","Mulungu","Bukavu",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Une fois par semaine","0",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","CNPRI",,,0,,1,"Responsable des puits, régente du site"
4818,3540,29,"IPIS","IPIS - Madini","codmine03174","Nandele","2020-07-23",1,,"0101000020E610000033F9669B1BDF3C40161747E5269A10C0",28.871515,-4.150539,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma Sud","Mukera",55,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1","Bas","SAESSCAM","Division des mines","Anti-fraude","DGI",,,0,,0,
4819,3541,30,"IPIS","IPIS - Madini","codmine03641","Ruhuwe","2020-07-23",1,,"0101000020E610000060119F17CAE73C409385C27AB661FCBF",28.90542743333333,-1.7738556666666667,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu",,"Numbi",24,"more2h","more2h",1,0,"Coltan","Numbi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,"iTSCI",,0,,1,"Lavage"
4820,3542,31,"IPIS","IPIS - Madini","codmine03649","Bineza","2020-07-23",1,,"0101000020E6100000423EE8D9ACCA3B40149161156FA401C0",27.7917,-2.2052899999999998,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Nduma",45,"more2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Bas","SAESSCAM","Division des mines",,,,,0,,0,
4821,3543,32,"IPIS","IPIS - Madini","codmine03651","Lutumba","2020-07-23",1,,"0101000020E6100000533F6F2A52CD3B40D43BEFD94D4302C0",27.802035,-2.2828633333333332,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Makutano",70,"more2h","more2h",0,1,"Or","Nyambembe, tchonka","Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines",,,,,0,,0,
4822,3544,33,"IPIS","IPIS - Madini","codmine03652","Africa Moto","2020-07-23",1,,"0101000020E610000075E043958AE13B4016BE2B0D19C806C0",27.881020859786492,-2.847704031846443,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Kamulila",52,"less2h","less2h",0,1,"Or","Sur place dans le site minier Africa moto","Bukavu par le contoire Kikyas",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","CNPRI",,,0,,0,
4823,3545,34,"IPIS","IPIS - Madini","codmine00777","Kamosho/Nord-Est","2020-07-24",1,,"0101000020E6100000131DE4F4ABFD3B407B5DB680A35204C0",27.990905099574842,-2.5403509193089895,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba-Sud","Nzovu",76,"less2h","less2h",1,0,"Cassitérite","Nzovu","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","1","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,,,0,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets, Elles amènent des bois pour chauffer les roches minéralisées qui ont résisté afin de transporter pour le lavage."
4824,3546,35,"IPIS","IPIS - Madini","codmine00799","Camp ibulungu","2020-07-24",1,,"0101000020E61000006495A9A91CE83B40E1876C222AA306C0",27.906687358762966,-2.8296702088709798,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Butulo/Kamingazi",50,"less2h","less2h",0,1,"Or","Mulungu","Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","Division des mines","SAESSCAM","Chefferie","CNPRI",,,0,,1,"Responsables des puits,"
4825,3547,36,"IPIS","IPIS - Madini","codmine00801","Luwawa Asemake","2020-07-24",1,,"0101000020E61000007EDEAC3292E53B40887F92CE50B606C0",27.89676205368459,-2.839021314473886,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Luwawa",32,"less2h","less2h",0,1,"Or","Dans le site minier même (LUWAWA ASEMAKE)","Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","CNPRI",,,,0,,0,
4826,3548,37,"IPIS","IPIS - Madini","codmine00848","Biriki","2020-07-24",1,,"0101000020E61000002B306475ABE73C40293FA9F6E978FCBF",28.90496,-1.77952,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Numbi",12,"less2h","less2h",1,0,"Cassitérite","Numbi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,"iTSCI",,0,,0,
4827,3549,38,"IPIS","IPIS - Madini","codmine00935","Deux Maisons","2020-07-24",1,,"0101000020E610000036F1C4628ADE3C409496DB076AAA10C0",28.8692991,-4.1664201,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",150,"less2h","less2h",0,1,"Or","Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","1","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Moyen","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Traiter les déchets, Certains enfant creusent et font de la cuisine pour les Creuseurs",0,
4828,3550,39,"IPIS","IPIS - Madini","codmine03645","Mwamulenda","2020-07-24",1,,"0101000020E61000000FE8F120E2DD3C4018D412865CAC10C0",28.8667317,-4.1683217,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",65,"less2h","less2h",0,1,"Or","Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Moyen","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Traiter les déchets",1,"PDG"
4829,3551,40,"IPIS","IPIS - Madini","codmine03660","D20 (Ilunga2)","2020-07-24",1,,"0101000020E610000006C201A3A7013C406DCA03D8F20004C0",28.00646418373983,-2.500463187804874,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Kabilu",65,"more2h","more2h",1,0,"Cassitérite","Nzovu","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Aléatoire","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Aléatoire","1",1,0,"0","0","0","0","1","0",,"Aucun",,,,0,"0","0",,,,,"Bas","SAESSCAM","Division des mines","Chefferie",,,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
4830,3552,41,"IPIS","IPIS - Madini","codmine00687","Tukutu","2020-07-25",1,,"0101000020E6100000DFB99D188FBC3B40F9808B8932E901C0",27.736558474070872,-2.2388659234712773,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba-Nord","Nyambembe/Bionga",160,"less2h","less2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Bas","SAESSCAM","Division des mines",,,"iTSCI",,1,"Creuser sous terre",1,"Concassage, Traiter les déchets"
4831,3553,42,"IPIS","IPIS - Madini","codmine00853","Katandari","2020-07-25",1,,"0101000020E61000004A16CABEE1D53C4040A31C5A5A5AFCBF",28.83547584947363,-1.7720588226313367,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Lumbishi",21,"less2h","less2h",0,1,"Or","Numbi  et lumbishi","Bukavu, Goma","Tourmaline",,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Bas","SAESSCAM","Division des mines",,,,,0,,0,
4832,3554,43,"IPIS","IPIS - Madini","codmine02778","Kamangungulu","2020-07-25",1,,"0101000020E6100000236E440A78BC3B40C3E8CC50EFBC01C0",27.7362066666666,-2.2172533333333333,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,,30,"less2h","less2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,"iTSCI",,0,,1,"Creuser, Lavage, Traiter les déchets"
4833,3555,44,"IPIS","IPIS - Madini","codmine03176","Amérique du 7","2020-07-25",1,,"0101000020E6100000545F4CE94FDD3C4007184CB2C4A910C0",28.8645006,-4.1657894,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma Sud","Mukera",40,"less2h","less2h",0,1,"Or","Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Moyen","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Lavage, Traiter les déchets",0,
4834,3556,45,"IPIS","IPIS - Madini","codmine03646","Milanga","2020-07-25",1,,"0101000020E610000053477D48AEDD3C40723E2B1F38A510C0",28.8659406,-4.1613469,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",73,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois tous les 15 jours","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Bas","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Lavage, Traiter les déchets, Les mêmes enfants qui creusent font de la cuisine pour les creuseurs",0,
4835,3557,46,"IPIS","IPIS - Madini","codmine03655","Manganèse (Wikusa)","2020-07-25",1,,"0101000020E610000049B04B673AF03B4048265F88548803C0",27.938391166666666,-2.4415674833333334,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Bikibwe",85,"more2h","more2h",1,0,"Cassitérite","Luyuyu,Nzovu","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0","Raïa Mutomboki","Groupe armé local","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,0,"0","0",,,,,"Bas","SAESSCAM","Division des mines","Chefferie","DPMR",,,1,"Concassage, Lavage, Traiter les déchets",1,"Concassage, Lavage, Transport des minerais, Traiter les déchets"
4836,3558,47,"IPIS","IPIS - Madini","codmine03656","Kantombi","2020-07-25",0,"Présence des groupes armés et longue distance","0101000020E61000004B7B73F5F2FD3B40778D9DFEE47904C0",27.991988506978753,-2.559518803771137,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Kindume",80,"more2h","more2h",1,0,"Cassitérite","Nzovu, Lulingu","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","1","1","1","1","Raïa Mutomboki","Groupe armé local","Aléatoire","1",1,0,"0","0","1","0","1","0",,"Aucun",,,,0,"0","0",,,,,"Moyen",,,,,,,0,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets"
4837,3559,48,"IPIS","IPIS - Madini","codmine00798","Ontario","2020-07-26",1,,"0101000020E6100000B7C3C9DBDEE83B4045AFAEE622A806C0",27.909650551566042,-2.8320978185710453,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Kamuli",60,"less2h","less2h",0,1,"Or","Dans le site même","Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","CNPRI",,,0,,1,"Creuser, _Elles font l'échange des nourritures( produits agricoles ""farine de manioc..."") contre les minerais."
4838,3560,49,"IPIS","IPIS - Madini","codmine02819","Ruziba","2020-07-26",1,,"0101000020E61000003B0EAB53F8CE3C409D2B20AE89B2FCBF",28.8084766667,-1.7935883333,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Bihovu",37,"less2h","less2h",1,0,"Coltan","Lumbishi","Bukavu",,,,,,,,1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,"iTSCI",,0,,0,
4839,3561,50,"IPIS","IPIS - Madini","codmine03654","Topetope","2020-07-26",0,"Distance trop élevée et insécurité","0101000020E61000007EC43B2FDBF83B40C4EDC72EB4CE02C0",27.97209449013871,-2.350929608799307,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,"Kibila",70,"more2h","more2h",1,0,"Cassitérite","Nzovu,luyuyu.","Bukavu","Coltan",,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",0,0,"0","0","1","0","0","1","Raïa Mutomboki","Groupe armé local","Aléatoire","1",0,0,"0","0","1","0","1","0",,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie",,,,0,,1,"Concassage, Lavage, Transport des minerais, Traiter les déchets"
4840,3562,51,"IPIS","IPIS - Madini","codmine00795","Kalekwa","2020-07-27",1,,"0101000020E6100000B2E5AC6B1BEB3B4045665F13D0B006C0",27.918387155257456,-2.836334372853147,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Baliga","Kalekwa",250,"more2h","more2h",0,1,"Or","MULUNGU","Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Anti-fraude","Chefferie","Division des mines",,,0,,1,"Comité de gestion du site"
4841,3563,52,"IPIS","IPIS - Madini","codmine00933","Ma Boutiques","2020-07-27",1,,"0101000020E61000001CAD0F90D4DF3C40994869368FA310C0",28.8743372,-4.159726,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",40,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","0",0,0,"0","1","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Bas","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Traiter les déchets, En plus de creusage, ils cuisinent pour les ouvriers",0,
4842,3564,53,"IPIS","IPIS - Madini","codmine00934","Kapanga","2020-07-27",1,,"0101000020E6100000B538BE5186DF3C4054573ECBF3A010C0",28.8731433,-4.15718,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala","Basimukuma-Sud","Mukera",52,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","0",0,0,"0","0","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","0","Bas","SAESSCAM","Division des mines","Anti-fraude","DGI",,,0,,0,
4843,3565,54,"IPIS","IPIS - Madini","codmine02782","Kasilu","2020-07-27",1,,"0101000020E61000006B35991CBCB03B40554F2C9D1DE101C0",27.690370356945476,-2.234919765391093,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi",,,10,"more2h","more2h",1,0,"Cassitérite","Tchonka","Bukavu",,,,,,,,1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","1",0,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Bas","Division des mines","Chefferie",,,"iTSCI",,0,,0,
4844,3566,55,"IPIS","IPIS - Madini","codmine02820","Mashuza","2020-07-27",1,,"0101000020E6100000C4856BDAFECF3C4013C66BC56546FCBF",28.812482501268974,-1.76718690030646,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu","Buzi","Ngandjo",10,"less2h","less2h",0,1,"Or","Lumbishi","Bukavu, Goma",,,,,,,"0",1,0,"FARDC","FARDC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0","Police Nationale Congolaise (sauf PMH)","PNC - Pas d’ingérence constatée","Aléatoire","0",0,0,"0","0","0","0","0","0",,"Aucun","Aléatoire","0",0,0,"0","0","0","0","0","0","Moyen","SAESSCAM","Division des mines",,,,,1,"Lavage",0,
4845,3567,56,"IPIS","IPIS - Madini","codmine02980","Wantunga Kanzogu","2020-07-27",1,,"0101000020E61000006A13FC7049EC3B404EDD7AABDDAE06C0",27.922995626012757,-2.8353837391729604,"GPS","Sud-Kivu","Sud-Kivu","Shabunda","Bakisi","Bamuguba sud","Kakogya",250,"more2h","more2h",0,1,"Or","WANTUNGA kanzogu, Mulungu","Kamituga, Bukavu",,,,,,,"1",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par semaine","1",1,0,"0","0","0","0","0","0",,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Moyen","SAESSCAM","Division des mines","Chefferie","CNPRI",,,0,,1,"Creuser"
4846,3568,57,"IPIS","IPIS - Madini","codmine03640","Changugu","2020-07-27",1,,"0101000020E6100000B4D89D7C94CC3C40C1E730C4B685FCBF",28.799140728508704,-1.78264500271915,"GPS","Sud-Kivu","Sud-Kivu","Kalehe","Buhavu",,"Lumbishi",15,"less2h","less2h",1,0,"Coltan",,,,,,,,,,0,0,,"Aucun",,,,,,,,,,,,"Aucun",,,,,,,,,,,,"Aucun",,,,0,"0","0",,,,,"Bas",,,,,,,0,,0,
4847,3569,58,"IPIS","IPIS - Madini","codmine03647","Mayumba","2020-07-27",1,,"0101000020E61000003BC780ECF5DE3C40F3B0AB240DA110C0",28.87094,-4.1572767,"GPS","Sud-Kivu","Sud-Kivu","Fizi","Mutambala",,"Mukera",60,"less2h","less2h",0,1,"Or","Centre de négoce Mukera","Misisi, Baraka, Uvira, Bukavu",,,,,,,"0",1,1,"FARDC","FARDC - Éléments indisciplinés","Une fois par mois","0",0,0,"0","1","0","0","0","1","Maï-Maï Yakutumba","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1","Maï-Maï Ebuela Mutetezi","Groupe armé local","Quotidien","0",0,0,"0","0","1","0","0","1","Moyen","SAESSCAM","Division des mines","Anti-fraude","DGI",,,1,"Creuser, Lavage, Traiter les déchets, En plus de creusage ils cuisinent pour les creuseurs",1,"Elle est PDG d'un puits"
