"vid","id","source","project","pcode","name","visit_date","visit","novisit_reason","geom","longitude","latitude","location_origin","prefecture","sousprefecture","commune","village","chantiers_numb","workers_numb","workers_women","workers_women_work_type","childunder15","childunder15_work_type","minerals","minerals_diamant","minerals_or","minerals_autre","production_destination","services1_name","services1_frequency","services2_name","services2_frequency","services3_name","services3_frequency","actor_type","actor1name","actor1name_frequency","actor1name_tax","actor1name_pillage","actor1name_forcedlabour","actor1name_buyminerals","actor1name_digging","actor1name_monopoly","actor2name","actor2name_frequency","actor2name_tax","actor2name_pillage","actor2name_forcedlabour","actor2name_buyminerals","actor2name_digging","actor2name_monopoly","actor3name","actor3name_frequency","actor3name_tax","actor3name_pillage","actor3name_forcedlabour","actor3name_buyminerals","actor3name_digging","actor3name_monopoly","roadblocks","roadblocks_actor","environment_water_change","environment_deforestation","conflict_category","conflict_type","accident_injured","accident_dead"
430,96,"IPIS","IPIS - Covid19 2020","cafmine00239","Pays2","2020-05-31",0,"Appel telephonique - Covid19","0101000020E6100000CEEAF513BBB7314087B55F1C6FC51A40",17.7176983333,6.6928066667,"GPS","Ouham","Bossangoa","Ben Zambé","Boulakaba",,70,15,,10,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
431,109,"IPIS","IPIS - Covid19 2020","cafmine00266","Mambere","2020-05-31",0,"Appel telephonique - Covid19","0101000020E61000009A1EFD40CCC82E408DC332585E9F1440",15.3921833333,5.1556333333,"GPS","Nana-Mambéré","Abba","Nadziboro","Abo",,20,10,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,91,"IPIS","IPIS - Covid19 2020","cafmine00270","Gbaïna","2020-05-31",0,"Appel telephonique - Covid19","0101000020E6100000E882FA96399D2E40E79B0667DDAC1440",15.30708,5.1688133333,"GPS","Nana-Mambéré","Abba","Nadziboro","Nadziboro",,250,100,,60,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
433,94,"IPIS","IPIS - Covid19 2020","cafmine00273","Gbadakon","2020-05-31",0,"Appel telephonique - Covid19","0101000020E610000038328FFCC1602E40CC7A319413FD1540",15.18898,5.497145,"GPS","Nana-Mambéré","Abba","Abba","Ndjiba Molé",,100,30,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,93,"IPIS","IPIS - Covid19 2020","cafmine00290","Nakeko","2020-05-31",0,"Appel telephonique - Covid19","0101000020E6100000DD5ED218AD832E40C0DE96EAEFB21440",15.25718,5.1747433333,"GPS","Nana-Mambéré","Abba","Abba","Abba",,500,200,,70,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
435,95,"IPIS","IPIS - Covid19 2020","cafmine00295","Gbembou","2020-05-31",0,"Appel telephonique - Covid19","0101000020E610000051A7530DE84A2E40F6622827DA051640",15.1463016667,5.505715,"GPS","Nana-Mambéré","Abba","Abba","Ndibamoelle",,200,80,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,48,"IPIS","IPIS - Covid19 2020","cafmine00074","Gbata","2020-07-16",0,"Appel telephonique - Covid19","0101000020E6100000FE60E0B9F75C30404FBD9CB7C4041740",16.363155,5.7546566667,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Dobere",,30,8,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,49,"IPIS","IPIS - Covid19 2020","cafmine00322","Dedeye","2020-07-16",0,"Appel telephonique - Covid19","0101000020E61000004603780B24B83140C89BE94B5CC41A40",17.719299999999997,6.691758333333333,"GPS","Ouham","Bossangoa","Ben Zambé","Bola Kaba",,10,2,,2,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,20,"IPIS","IPIS - Covid19 2020","cafmine00073","Tedoa 5","2020-07-17",0,"Appel telephonique - Covid19","0101000020E6100000DC80CF0F23803040C3AC7E4AA8E31540",16.500535,5.4723216667,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Tedoa5",,8,2,,0,,"Diamant",1,0,0,,,,,,,,"groupe_arme","3R","aleatoire",0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
439,140,"IPIS","IPIS - Covid19 2020","cafmine00028","Ban","2020-07-18",0,"Appel telephonique - Covid19","0101000020E610000015EE6D1FDF073140B753A15F6E3A1640",17.0307483333,5.5570616667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ban",,880,300,,180,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,81,"IPIS","IPIS - Covid19 2020","cafmine00072","Tedoa 5","2020-07-18",0,"Appel telephonique - Covid19","0101000020E61000007BEC56AA1E7F30409CA223B9FCE71540",16.4965616667,5.47655,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Tedoa 5",,15,5,,6,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,11,"IPIS","IPIS - Covid19 2020","cafmine00077","Tedoa 5","2020-07-18",0,"Appel telephonique - Covid19","0101000020E61000001C6AEC370080304030AC49953BE61540",16.5000033333,5.4748366667,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Tedoa5",,15,5,,6,,"Diamant, Or",1,1,0,,,,,,,,"groupe_arme","3R","aleatoire",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
442,46,"IPIS","IPIS - Covid19 2020","cafmine00055","Papou","2020-07-19",0,"Appel telephonique - Covid19","0101000020E610000061B15E3110853140273F10FE58AB1640",17.5197783333,5.6673316667,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Ndjoh",,18,1,,5,,"Diamant, Or",1,1,0,,,,,,,,"","Les peuhles","permanent",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
443,66,"IPIS","IPIS - Covid19 2020","cafmine00058","Lima","2020-07-19",0,"Appel telephonique - Covid19","0101000020E6100000F4E159828C602F40CC07043A93A61B40",15.688572,6.912671,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Dibono",,70,20,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,76,"IPIS","IPIS - Covid19 2020","cafmine00202","Willy","2020-07-19",0,"Appel telephonique - Covid19","0101000020E61000006E74A6F5A4413140ADCF6E4F7D7D1840",17.2564233333,6.1225483333,"GPS","Ouham","Bossangoa","Koro-M'poko","Katanga2",,180,60,,25,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,83,"IPIS","IPIS - Covid19 2020","cafmine00059","Barrage Bernard","2020-07-20",0,"Appel telephonique - Covid19","0101000020E6100000DC63E943178C2F404FCB0F5CE5591B40",15.773615,6.837789,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Sangami",,25,7,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,15,"IPIS","IPIS - Covid19 2020","cafmine00063","Béké","2020-07-20",0,"Appel telephonique - Covid19","0101000020E61000003468E89FE08A2F400BEE073C30101B40",15.771245,6.765809,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Sangami",,20,6,,4,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","aleatoire",0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
447,68,"IPIS","IPIS - Covid19 2020","cafmine00071","Boh","2020-07-20",0,"Appel telephonique - Covid19","0101000020E6100000D52137C30D4430406F1C4A0F30801640",16.265835,5.6251833333,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Bawi",,52,10,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,12,"IPIS","IPIS - Covid19 2020","cafmine00010","Moundji 1","2020-07-21",0,"Appel telephonique - Covid19","0101000020E61000000611A96917732F40B491EBA694271B40",15.724788,6.788653,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Boléré",,700,200,,100,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","aleatoire",0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
449,16,"IPIS","IPIS - Covid19 2020","cafmine00014","Moundji Centre","2020-07-21",0,"Appel telephonique - Covid19","0101000020E610000063B83A00E2562F402EC901BB9A3C1B40",15.669693,6.809184,"Approximation","Ouham-Pendé","Bocaranga","Bocaranga","Boléré",,600,150,,50,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
450,21,"IPIS","IPIS - Covid19 2020","cafmine00061","Yewere","2020-07-21",0,"Appel telephonique - Covid19","0101000020E6100000145E82531F682F40CE6F986890121B40",15.703364,6.768129,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Moundji",,40,10,,12,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,176,"IPIS","IPIS - Covid19 2020","cafmine00261","Dapè","2020-07-21",0,"Appel telephonique - Covid19","0101000020E6100000E776464AA0EE2E404B6864B2A5641440",15.4660666667,5.0982883333,"GPS","Nana-Mambéré","Abba","Nadziboro","Gbadian",,100,10,,20,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,167,"IPIS","IPIS - Covid19 2020","cafmine00263","Mambere Carrière","2020-07-21",0,"Appel telephonique - Covid19","0101000020E610000001C820661CF82E40B19915AC5E5B1440",15.4845916667,5.0892283333,"GPS","Nana-Mambéré","Abba","Nadziboro","Gbadian",,150,10,,20,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,27,"IPIS","IPIS - Covid19 2020","cafmine00289","Yémba","2020-07-21",0,"Appel telephonique - Covid19","0101000020E6100000A9BA30E380602F40528C5A3F10331440",15.6884833333,5.0498666667,"GPS","Nana-Mambéré","Abba","Nadziboro","Garka-Boutou",,200,30,,20,,"Diamant",1,0,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
454,89,"IPIS","IPIS - Covid19 2020","cafmine00253","Koro","2020-07-22",0,"Appel telephonique - Covid19","0101000020E61000006A08B62585403140DDA6A60201951840",17.2520316667,6.1455116667,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",,25,7,,2,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,166,"IPIS","IPIS - Covid19 2020","cafmine00262","Kolongo","2020-07-22",0,"Appel telephonique - Covid19","0101000020E610000032772D211FFC2E40E7B8EC32E93C1440",15.492425,5.0594833333,"GPS","Nana-Mambéré","Abba","Nadziboro","Bouli",,40,5,,10,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,10,"IPIS","IPIS - Covid19 2020","cafmine00083","Miskine","2020-07-23",0,"Appel telephonique - Covid19","0101000020E610000039252026E1E22F40B0027CB779331B40",15.943124,6.800269,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Ngoutere",,300,100,,50,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
457,36,"IPIS","IPIS - Covid19 2020","cafmine00204","Willy","2020-07-23",0,"Appel telephonique - Covid19","0101000020E610000021BBE339483D31405969520ABA7D1840",17.2393833333,6.12278,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",,150,60,,20,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
458,24,"IPIS","IPIS - Covid19 2020","cafmine00267","Sanda","2020-07-23",0,"Appel telephonique - Covid19","0101000020E6100000F2E318DA13C72E40C32ADEC83CA21440",15.3888233333,5.158435,"GPS","Nana-Mambéré","Abba","Nadziboro","Sanda1",,50,20,,10,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
459,22,"IPIS","IPIS - Covid19 2020","cafmine00269","Gom","2020-07-23",0,"Appel telephonique - Covid19","0101000020E61000002C076355979E2E407164B7F114AF1440",15.3097483333,5.1709783333,"GPS","Nana-Mambéré","Abba","Nadziboro","Nadziboro",,200,80,,30,,"Or",0,1,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
460,61,"IPIS","IPIS - Covid19 2020","cafmine00288","Mambéré Abo","2020-07-23",0,"Appel telephonique - Covid19","0101000020E61000001385ADC8D5CD2E400E4A9869FB971440",15.4020216667,5.14842,"GPS","Nana-Mambéré","Abba","Nadziboro","Abo",,150,50,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,141,"IPIS","IPIS - Covid19 2020","cafmine00021","Mondakalaka.","2020-07-24",0,"Appel telephonique - Covid19","0101000020E6100000EC2FBB270FD7314040A309977B4E0E40",17.840075,3.7883216667,"GPS","Lobaye","Mbaïki","Moboma","Mondakalaka",,50,0,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,50,"IPIS","IPIS - Covid19 2020","cafmine00053","Lyn","2020-07-24",0,"Appel telephonique - Covid19","0101000020E6100000078EF31276943140C52A77C1CD7F1540",17.5799266667,5.3748083333,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Bokoin Ferme",,50,5,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,45,"IPIS","IPIS - Covid19 2020","cafmine00235","Yoho Nana","2020-07-24",0,"Appel telephonique - Covid19","0101000020E6100000D044D8F0F42A314077E98D38777E1840",17.1678,6.1235016667,"GPS","Ouham","Bossangoa","Koro-M'poko","Ndo Kete",,150,45,,13,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
464,75,"IPIS","IPIS - Covid19 2020","cafmine00134","Bania Centre","2020-07-25",0,"Appel telephonique - Covid19","0101000020E6100000491C8A27A8223040199A842D63101040",16.1353783333,4.0160033333,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Bania",,400,100,,70,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,175,"IPIS","IPIS - Covid19 2020","cafmine00156","Mboumbou","2020-07-25",0,"Appel telephonique - Covid19","0101000020E61000001D03B2D7BBFF2E400CD73C69CE371040",15.49948,4.0544983333,"GPS","Mambéré-Kadéï","Sosso-Nakombo","Basse-Kadéi","Beinademon",,200,10,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,84,"IPIS","IPIS - Covid19 2020","cafmine00135","Bania Centre","2020-07-26",0,"Appel telephonique - Covid19","0101000020E610000006416F05271D30404A8A61A91B051040",16.1138766667,4.0049883333,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Bania Centre",,500,150,,50,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,155,"IPIS","IPIS - Covid19 2020","cafmine00168","Chantier Ngoere","2020-07-26",0,"Appel telephonique - Covid19","0101000020E61000009D3F5601D1E62F4002743128C09D1240",15.9508133333,4.6540533333,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Dg",,40,10,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,177,"IPIS","IPIS - Covid19 2020","cafmine00169","Kelembou","2020-07-26",0,"Appel telephonique - Covid19","0101000020E610000026016A6AD9D22F407180C7958D711240",15.911815,4.6108916667,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Kelembou",,30,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1,"IPIS","IPIS - Covid19 2020","cafmine00216","Zeze","2020-07-26",0,"Appel telephonique - Covid19","0101000020E6100000F5D6C05609E62D406ACB520DE8821440",14.94929,5.1278383333,"GPS","Nana-Mambéré","Abba","Abba","Kamama",,25,10,,3,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","deux_semaines",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
470,23,"IPIS","IPIS - Covid19 2020","cafmine00282","Medy Base (Gbanguene)","2020-07-26",0,"Appel telephonique - Covid19","0101000020E6100000AE7AA9E98D5D2E40003ACC9717801440",15.1827233333,5.12509,"GPS","Nana-Mambéré","Abba","Abba","Abba",,500,150,,100,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
471,53,"IPIS","IPIS - Covid19 2020","cafmine00018","Mengui 1","2020-07-27",0,"Appel telephonique - Covid19","0101000020E610000091FFF1398ACE31402C61D8DE81B40E40",17.8067966667,3.8381383333,"GPS","Lobaye","Mbaïki","Bogongo Gaza","Mengui",,50,5,,8,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,125,"IPIS","IPIS - Covid19 2020","cafmine00064","Moboma","2020-07-27",0,"Appel telephonique - Covid19","0101000020E61000002FCBAF0B2CDD31402DEC6987BF660D40",17.8639533333,3.67517,"GPS","Lobaye","Mbaïki","Moboma","Moboma",,1000,100,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,148,"IPIS","IPIS - Covid19 2020","cafmine00065","Lobe","2020-07-27",0,"Appel telephonique - Covid19","0101000020E61000002F7B01D1A6CD314048DD3911D7E40D40",17.8033266667,3.7367383333,"GPS","Lobaye","Mbaïki","Moboma","Bongomba",,100,10,,30,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,19,"IPIS","IPIS - Covid19 2020","cafmine00213","Kpande","2020-07-27",0,"Appel telephonique - Covid19","0101000020E6100000D97041C721DD2D4005084DF0601E1540",14.9318983333,5.2796666667,"GPS","Nana-Mambéré","Abba","Abba","Sagani",,500,200,,80,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","deux_semaines",1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
475,18,"IPIS","IPIS - Covid19 2020","cafmine00214","Hichim","2020-07-27",0,"Appel telephonique - Covid19","0101000020E610000082FFAD64C7D62D40864BF54214161540",14.91949,5.2715616667,"GPS","Nana-Mambéré","Abba","Abba","Sagani",,300,100,,50,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","deux_semaines",1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
476,51,"IPIS","IPIS - Covid19 2020","cafmine00218","Djorom Boumbeh","2020-07-27",0,"Appel telephonique - Covid19","0101000020E610000050DD45A997EA2D4000D43BBA24411440",14.9581883333,5.0636166667,"GPS","Nana-Mambéré","Abba","Abba","Kamama",,50,10,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,123,"IPIS","IPIS - Covid19 2020","cafmine00045","Zoué","2020-07-28",0,"Appel telephonique - Covid19","0101000020E61000001E9C777777F730404AD235936FE61640",16.9666666667,5.725035,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",,700,200,,250,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,17,"IPIS","IPIS - Covid19 2020","cafmine00082","Gaga","2020-07-28",0,"Appel telephonique - Covid19","0101000020E610000036CEA62380332F404CC79C67EC1B1B40",15.600587,6.777269,"Approximation","Ouham-Pendé","Bocaranga","Bocaranga","Santoine",,200,80,,50,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
479,108,"IPIS","IPIS - Covid19 2020","cafmine00104","Datoli","2020-07-28",0,"Appel telephonique - Covid19","0101000020E6100000094AF9248AFF30402F3E9EB809F41540",16.9982016667,5.4883183333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gaga",,20,4,,12,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3,"IPIS","IPIS - Covid19 2020","cafmine00198","Mbombia","2020-07-28",0,"Appel telephonique - Covid19","0101000020E610000044758A448E9A2D40409501453FBD1640",14.8018666667,5.6848116667,"GPS","Nana-Mambéré","Baboua","Baboua","Yezo",,370,150,,70,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","permanent",1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
481,58,"IPIS","IPIS - Covid19 2020","cafmine00219","Gom","2020-07-28",0,"Appel telephonique - Covid19","0101000020E61000005F9148ECEDB92D4079758E01D9EB1440",14.8631433333,5.23032,"GPS","Nana-Mambéré","Abba","Abba","Sagani",,28,8,,6,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,44,"IPIS","IPIS - Covid19 2020","cafmine00252","Koh Kara","2020-07-28",0,"Appel telephonique - Covid19","0101000020E610000076945B7F381131404BB0389CF9151A40",17.0672683333,6.52146,"GPS","Ouham","Bossangoa","Ouham Bac","Ouham Bac",,50,15,,8,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
483,8,"IPIS","IPIS - Covid19 2020","cafmine00315","Gbambassa","2020-07-28",0,"Appel telephonique - Covid19","0101000020E61000005DAE95BF68842D40BEB239AC83E61540",14.7586116667,5.4751116667,"GPS","Nana-Mambéré","Baboua","Baboua","Bondiba",,150,32,,50,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","aleatoire",1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
484,105,"IPIS","IPIS - Covid19 2020","cafmine00068","Likekele","2020-07-29",0,"Appel telephonique - Covid19","0101000020E61000009CF37B76D3E43140C34B05981FE50D40",17.8938516667,3.7368766667,"GPS","Lobaye","Mbaïki","Moboma","Moboma Village",,350,20,,30,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,80,"IPIS","IPIS - Covid19 2020","cafmine00103","Rota","2020-07-29",0,"Appel telephonique - Covid19","0101000020E61000000C04013274703040BC5D2F4D11C01940",16.439273,6.437566,"Approximation","Ouham-Pendé","Bozoum","Dan-Gbabiri","Rota",,200,50,,15,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,47,"IPIS","IPIS - Covid19 2020","cafmine00231","Digoro","2020-07-29",0,"Appel telephonique - Covid19","0101000020E6100000F59183ED3A0E314080AD79337D091A40",17.0555866667,6.5092666667,"GPS","Ouham","Bossangoa","Ouham Bac","Gbouala",,5,0,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,71,"IPIS","IPIS - Covid19 2020","cafmine00240","Kpemte","2020-07-29",0,"Appel telephonique - Covid19","0101000020E61000000551F7014811314014A4809215061A40",17.067505,6.5059416667,"GPS","Ouham","Bossangoa","Ouham Bac","Ouham Bac",,7,2,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,110,"IPIS","IPIS - Covid19 2020","cafmine00265","Mambere","2020-07-29",0,"Appel telephonique - Covid19","0101000020E6100000499B93288ECE2E4016C1FF56B2931440",15.4034283333,5.144235,"GPS","Nana-Mambéré","Abba","Nadziboro","Nadziboro",,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,26,"IPIS","IPIS - Covid19 2020","cafmine00290","Nakeko","2020-07-29",0,"Appel telephonique - Covid19","0101000020E6100000DD5ED218AD832E40C0DE96EAEFB21440",15.25718,5.1747433333,"GPS","Nana-Mambéré","Abba","Abba","Abba",,300,100,,50,,"Or",0,1,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
490,107,"IPIS","IPIS - Covid19 2020","cafmine00291","Mambéré Abba","2020-07-29",0,"Appel telephonique - Covid19","0101000020E610000068D0D03FC1852E40E4310395F13F1540",15.26124,5.312445,"GPS","Nana-Mambéré","Abba","Abba","Abba",,50,10,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,95,"IPIS","IPIS - Covid19 2020","cafmine00075","Tedoa","2020-07-30",0,"Appel telephonique - Covid19","0101000020E610000006C6D2AC598030402DC17B6977D51540",16.5013683333,5.4584633333,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Gbatrowe",,8,0,,3,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,69,"IPIS","IPIS - Covid19 2020","cafmine00076","Tedoa","2020-07-30",0,"Appel telephonique - Covid19","0101000020E610000040B654B96380304042DE444FB7D91540",16.5015216667,5.4626133333,"GPS","Nana-Mambéré","Baoro","Bawi Tédoa","Gbatrowe",,40,4,,15,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,128,"IPIS","IPIS - Covid19 2020","cafmine00022","Gamme Senguèmon","2020-08-01",0,"Appel telephonique - Covid19","0101000020E61000000AF4893C49FE3040096372487D1C1640",16.993305,5.5278216667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Gaga",,800,300,,50,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,135,"IPIS","IPIS - Covid19 2020","cafmine00042","Ban Camp-Bangui","2020-08-01",0,"Appel telephonique - Covid19","0101000020E6100000AA94C643F20C31407AB921E855BA1640",17.0505716667,5.6819683333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Camp-Bangui",,17,4,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,14,"IPIS","IPIS - Covid19 2020","cafmine00078","Ndarssa","2020-08-01",0,"Appel telephonique - Covid19","0101000020E6100000CBDAA6785CDC2F4052D50451F7411B40",15.930393,6.81442,"Approximation","Ouham-Pendé","Bocaranga","Péndé","Ngoutere",,70,20,,10,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","aleatoire",1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
496,114,"IPIS","IPIS - Covid19 2020","cafmine00273","Gbadakon","2020-08-01",0,"Appel telephonique - Covid19","0101000020E610000038328FFCC1602E40CC7A319413FD1540",15.18898,5.497145,"GPS","Nana-Mambéré","Abba","Abba","Ndjiba Molé",,80,30,,15,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
